hour,transaction_count,fraud_count,total_amount,avg_amount,avg_ip_risk,fraud_rate,hour_of_day,day_of_week,is_weekend
2023-05-07 12:00:00,37,0,6162.01,166.54,21.88,0.0,12,6,1
2023-05-07 13:00:00,37,0,8226.91,222.35,21.88,0.0,13,6,1
2023-05-07 14:00:00,41,0,6578.43,160.45,21.11,0.0,14,6,1
2023-05-07 15:00:00,35,0,5172.35,147.78,19.76,0.0,15,6,1
2023-05-07 16:00:00,53,1,11542.04,217.77,20.05,0.018868,16,6,1
2023-05-07 17:00:00,23,0,6578.8,286.03,26.58,0.0,17,6,1
2023-05-07 18:00:00,41,1,8339.51,203.4,22.89,0.02439,18,6,1
2023-05-07 19:00:00,35,0,6160.55,176.02,18.19,0.0,19,6,1
2023-05-07 20:00:00,34,0,4504.38,132.48,17.2,0.0,20,6,1
2023-05-07 21:00:00,32,0,5795.99,181.12,16.56,0.0,21,6,1
2023-05-07 22:00:00,34,0,4274.8,125.73,19.99,0.0,22,6,1
2023-05-07 23:00:00,37,0,11905.06,321.76,17.69,0.0,23,6,1
2023-05-08 00:00:00,42,1,5895.01,140.36,21.38,0.02381,0,0,0
2023-05-08 01:00:00,42,1,8671.1,206.45,23.77,0.02381,1,0,0
2023-05-08 02:00:00,36,2,10279.91,285.55,22.01,0.055556,2,0,0
2023-05-08 03:00:00,46,3,8674.58,188.58,19.9,0.065217,3,0,0
2023-05-08 04:00:00,40,1,10641.94,266.05,21.71,0.025,4,0,0
2023-05-08 05:00:00,29,0,6525.25,225.01,21.26,0.0,5,0,0
2023-05-08 06:00:00,45,0,7031.63,156.26,23.34,0.0,6,0,0
2023-05-08 07:00:00,38,1,8364.93,220.13,20.02,0.026316,7,0,0
2023-05-08 08:00:00,34,1,4629.98,136.18,20.18,0.029412,8,0,0
2023-05-08 09:00:00,25,0,3822.32,152.89,23.72,0.0,9,0,0
2023-05-08 10:00:00,47,0,7199.59,153.18,17.81,0.0,10,0,0
2023-05-08 11:00:00,26,0,5452.57,209.71,29.23,0.0,11,0,0
2023-05-08 12:00:00,25,1,8010.4,320.42,26.45,0.04,12,0,0
2023-05-08 13:00:00,35,0,4163.11,118.95,21.63,0.0,13,0,0
2023-05-08 14:00:00,36,0,4949.71,137.49,23.9,0.0,14,0,0
2023-05-08 15:00:00,30,0,6414.53,213.82,23.75,0.0,15,0,0
2023-05-08 16:00:00,38,0,5714.55,150.38,23.86,0.0,16,0,0
2023-05-08 17:00:00,30,2,6163.39,205.45,19.27,0.066667,17,0,0
2023-05-08 18:00:00,31,0,6074.73,195.96,18.66,0.0,18,0,0
2023-05-08 19:00:00,48,1,6421.84,133.79,25.75,0.020833,19,0,0
2023-05-08 20:00:00,39,0,10913.81,279.84,14.14,0.0,20,0,0
2023-05-08 21:00:00,35,1,5053.84,144.4,22.33,0.028571,21,0,0
2023-05-08 22:00:00,32,0,6477.52,202.42,21.29,0.0,22,0,0
2023-05-08 23:00:00,35,0,6153.59,175.82,19.36,0.0,23,0,0
2023-05-09 00:00:00,28,1,7582.97,270.82,21.58,0.035714,0,1,0
2023-05-09 01:00:00,42,2,6525.52,155.37,22.8,0.047619,1,1,0
2023-05-09 02:00:00,45,2,9051.55,201.15,19.26,0.044444,2,1,0
2023-05-09 03:00:00,35,0,9452.67,270.08,25.6,0.0,3,1,0
2023-05-09 04:00:00,41,3,8891.96,216.88,24.21,0.073171,4,1,0
2023-05-09 05:00:00,31,1,5325.79,171.8,27.44,0.032258,5,1,0
2023-05-09 06:00:00,33,0,5288.56,160.26,19.38,0.0,6,1,0
2023-05-09 07:00:00,34,1,5166.05,151.94,27.45,0.029412,7,1,0
2023-05-09 08:00:00,40,0,6962.46,174.06,20.71,0.0,8,1,0
2023-05-09 09:00:00,33,0,5208.06,157.82,19.73,0.0,9,1,0
2023-05-09 10:00:00,38,0,9978.22,262.58,22.93,0.0,10,1,0
2023-05-09 11:00:00,49,2,6159.46,125.7,18.92,0.040816,11,1,0
2023-05-09 12:00:00,43,1,9390.58,218.39,21.56,0.023256,12,1,0
2023-05-09 13:00:00,26,1,4256.34,163.71,27.12,0.038462,13,1,0
2023-05-09 14:00:00,31,0,3917.15,126.36,21.55,0.0,14,1,0
2023-05-09 15:00:00,40,0,6171.52,154.29,25.71,0.0,15,1,0
2023-05-09 16:00:00,33,0,6404.85,194.09,23.42,0.0,16,1,0
2023-05-09 17:00:00,39,1,6519.24,167.16,22.9,0.025641,17,1,0
2023-05-09 18:00:00,33,0,6422.53,194.62,21.28,0.0,18,1,0
2023-05-09 19:00:00,44,1,8242.64,187.33,20.22,0.022727,19,1,0
2023-05-09 20:00:00,34,1,7286.42,214.31,27.95,0.029412,20,1,0
2023-05-09 21:00:00,40,0,8616.94,215.42,18.32,0.0,21,1,0
2023-05-09 22:00:00,38,0,4633.98,121.95,18.48,0.0,22,1,0
2023-05-09 23:00:00,44,1,4828.63,109.74,22.31,0.022727,23,1,0
2023-05-10 00:00:00,34,1,3844.03,113.06,21.32,0.029412,0,2,0
2023-05-10 01:00:00,52,3,15717.84,302.27,25.29,0.057692,1,2,0
2023-05-10 02:00:00,37,2,6231.92,168.43,25.62,0.054054,2,2,0
2023-05-10 03:00:00,44,1,7904.51,179.65,20.9,0.022727,3,2,0
2023-05-10 04:00:00,27,1,3172.27,117.49,26.92,0.037037,4,2,0
2023-05-10 05:00:00,42,2,7132.77,169.83,27.89,0.047619,5,2,0
2023-05-10 06:00:00,46,0,6232.58,135.49,20.93,0.0,6,2,0
2023-05-10 07:00:00,39,1,5341.68,136.97,24.64,0.025641,7,2,0
2023-05-10 08:00:00,51,1,6935.86,136.0,24.19,0.019608,8,2,0
2023-05-10 09:00:00,32,0,5008.28,156.51,22.58,0.0,9,2,0
2023-05-10 10:00:00,33,0,5090.78,154.27,19.99,0.0,10,2,0
2023-05-10 11:00:00,35,2,3422.57,97.79,27.35,0.057143,11,2,0
2023-05-10 12:00:00,49,1,9543.18,194.76,22.61,0.020408,12,2,0
2023-05-10 13:00:00,40,1,6830.63,170.77,21.3,0.025,13,2,0
2023-05-10 14:00:00,31,0,5152.78,166.22,15.3,0.0,14,2,0
2023-05-10 15:00:00,30,0,7259.43,241.98,20.52,0.0,15,2,0
2023-05-10 16:00:00,38,0,6469.92,170.26,25.27,0.0,16,2,0
2023-05-10 17:00:00,40,1,8205.81,205.15,17.98,0.025,17,2,0
2023-05-10 18:00:00,36,0,8932.49,248.12,22.59,0.0,18,2,0
2023-05-10 19:00:00,37,0,8561.28,231.39,21.63,0.0,19,2,0
2023-05-10 20:00:00,50,1,6435.05,128.7,23.2,0.02,20,2,0
2023-05-10 21:00:00,41,1,6820.82,166.36,20.72,0.02439,21,2,0
2023-05-10 22:00:00,37,0,6441.09,174.08,21.31,0.0,22,2,0
2023-05-10 23:00:00,35,0,6432.53,183.79,21.36,0.0,23,2,0
2023-05-11 00:00:00,36,1,7284.55,202.35,19.36,0.027778,0,3,0
2023-05-11 01:00:00,48,0,9515.41,198.24,17.36,0.0,1,3,0
2023-05-11 02:00:00,36,1,5345.56,148.49,19.14,0.027778,2,3,0
2023-05-11 03:00:00,45,1,7432.68,165.17,21.5,0.022222,3,3,0
2023-05-11 04:00:00,41,0,11583.22,282.52,19.38,0.0,4,3,0
2023-05-11 05:00:00,46,4,10132.39,220.27,19.05,0.086957,5,3,0
2023-05-11 06:00:00,38,0,4934.04,129.84,24.05,0.0,6,3,0
2023-05-11 07:00:00,52,0,9263.63,178.15,18.09,0.0,7,3,0
2023-05-11 08:00:00,46,0,7424.71,161.41,21.05,0.0,8,3,0
2023-05-11 09:00:00,42,1,6148.06,146.38,17.58,0.02381,9,3,0
2023-05-11 10:00:00,35,0,6460.79,184.59,15.76,0.0,10,3,0
2023-05-11 11:00:00,31,0,4640.27,149.69,21.87,0.0,11,3,0
2023-05-11 12:00:00,47,1,7406.12,157.58,18.77,0.021277,12,3,0
2023-05-11 13:00:00,26,0,5195.42,199.82,18.9,0.0,13,3,0
2023-05-11 14:00:00,41,3,5315.94,129.66,20.42,0.073171,14,3,0
2023-05-11 15:00:00,37,1,10641.91,287.62,18.75,0.027027,15,3,0
2023-05-11 16:00:00,44,2,6608.17,150.19,23.14,0.045455,16,3,0
2023-05-11 17:00:00,44,0,6062.37,137.78,23.65,0.0,17,3,0
2023-05-11 18:00:00,35,0,5921.61,169.19,23.37,0.0,18,3,0
2023-05-11 19:00:00,41,0,9460.15,230.74,17.73,0.0,19,3,0
2023-05-11 20:00:00,46,0,5790.15,125.87,20.13,0.0,20,3,0
2023-05-11 21:00:00,42,0,10929.57,260.23,16.85,0.0,21,3,0
2023-05-11 22:00:00,44,0,7012.75,159.38,22.77,0.0,22,3,0
2023-05-11 23:00:00,26,0,4063.19,156.28,18.91,0.0,23,3,0
2023-05-12 00:00:00,35,1,9902.5,282.93,20.92,0.028571,0,4,0
2023-05-12 01:00:00,31,1,12014.62,387.57,29.73,0.032258,1,4,0
2023-05-12 02:00:00,53,1,10199.84,192.45,20.72,0.018868,2,4,0
2023-05-12 03:00:00,43,1,7267.04,169.0,24.91,0.023256,3,4,0
2023-05-12 04:00:00,46,4,11782.93,256.15,23.66,0.086957,4,4,0
2023-05-12 05:00:00,39,0,8119.3,208.19,18.63,0.0,5,4,0
2023-05-12 06:00:00,36,0,5683.62,157.88,23.05,0.0,6,4,0
2023-05-12 07:00:00,42,0,5394.88,128.45,19.02,0.0,7,4,0
2023-05-12 08:00:00,34,0,5031.18,147.98,22.91,0.0,8,4,0
2023-05-12 09:00:00,42,1,6521.33,155.27,21.89,0.02381,9,4,0
2023-05-12 10:00:00,46,0,7898.35,171.7,21.02,0.0,10,4,0
2023-05-12 11:00:00,31,1,8478.24,273.49,25.34,0.032258,11,4,0
2023-05-12 12:00:00,42,0,6109.15,145.46,20.08,0.0,12,4,0
2023-05-12 13:00:00,41,2,9126.64,222.6,25.76,0.04878,13,4,0
2023-05-12 14:00:00,52,1,8516.41,163.78,18.86,0.019231,14,4,0
2023-05-12 15:00:00,36,1,7672.72,213.13,22.73,0.027778,15,4,0
2023-05-12 16:00:00,31,0,5463.41,176.24,23.06,0.0,16,4,0
2023-05-12 17:00:00,39,0,7711.29,197.73,20.16,0.0,17,4,0
2023-05-12 18:00:00,41,1,5408.81,131.92,20.24,0.02439,18,4,0
2023-05-12 19:00:00,36,1,6858.87,190.52,20.72,0.027778,19,4,0
2023-05-12 20:00:00,31,1,6133.97,197.87,19.36,0.032258,20,4,0
2023-05-12 21:00:00,42,0,6590.74,156.92,17.38,0.0,21,4,0
2023-05-12 22:00:00,34,1,4845.08,142.5,18.93,0.029412,22,4,0
2023-05-12 23:00:00,39,1,6503.38,166.75,22.51,0.025641,23,4,0
2023-05-13 00:00:00,34,1,5192.81,152.73,20.19,0.029412,0,5,1
2023-05-13 01:00:00,48,2,6939.52,144.57,27.3,0.041667,1,5,1
2023-05-13 02:00:00,30,1,4829.04,160.97,27.59,0.033333,2,5,1
2023-05-13 03:00:00,37,0,5565.96,150.43,23.68,0.0,3,5,1
2023-05-13 04:00:00,38,0,7548.39,198.64,19.04,0.0,4,5,1
2023-05-13 05:00:00,41,0,5968.64,145.58,16.95,0.0,5,5,1
2023-05-13 06:00:00,45,0,9594.15,213.2,18.08,0.0,6,5,1
2023-05-13 07:00:00,41,1,6890.7,168.07,21.85,0.02439,7,5,1
2023-05-13 08:00:00,33,0,4523.09,137.06,18.25,0.0,8,5,1
2023-05-13 09:00:00,32,0,4782.57,149.46,16.5,0.0,9,5,1
2023-05-13 10:00:00,37,0,3531.6,95.45,23.52,0.0,10,5,1
2023-05-13 11:00:00,29,0,4472.4,154.22,20.22,0.0,11,5,1
2023-05-13 12:00:00,34,1,4701.96,138.29,23.01,0.029412,12,5,1
2023-05-13 13:00:00,44,0,10577.37,240.39,22.22,0.0,13,5,1
2023-05-13 14:00:00,37,0,9219.93,249.19,17.99,0.0,14,5,1
2023-05-13 15:00:00,38,0,8485.79,223.31,20.13,0.0,15,5,1
2023-05-13 16:00:00,35,0,5747.86,164.22,19.75,0.0,16,5,1
2023-05-13 17:00:00,31,0,5733.33,184.95,24.89,0.0,17,5,1
2023-05-13 18:00:00,30,1,6728.56,224.29,22.01,0.033333,18,5,1
2023-05-13 19:00:00,44,2,6971.01,158.43,18.86,0.045455,19,5,1
2023-05-13 20:00:00,39,2,9504.93,243.72,20.58,0.051282,20,5,1
2023-05-13 21:00:00,33,1,7700.24,233.34,17.34,0.030303,21,5,1
2023-05-13 22:00:00,39,0,6592.42,169.04,17.57,0.0,22,5,1
2023-05-13 23:00:00,44,1,5753.58,130.76,19.8,0.022727,23,5,1
2023-05-14 00:00:00,39,1,9662.26,247.75,23.56,0.025641,0,6,1
2023-05-14 01:00:00,29,1,4221.63,145.57,15.95,0.034483,1,6,1
2023-05-14 02:00:00,37,0,9844.07,266.06,25.56,0.0,2,6,1
2023-05-14 03:00:00,31,3,6027.03,194.42,31.55,0.096774,3,6,1
2023-05-14 04:00:00,41,2,6951.29,169.54,21.27,0.04878,4,6,1
2023-05-14 05:00:00,36,0,5964.86,165.69,20.14,0.0,5,6,1
2023-05-14 06:00:00,39,1,10502.9,269.31,22.93,0.025641,6,6,1
2023-05-14 07:00:00,37,1,5788.99,156.46,19.71,0.027027,7,6,1
2023-05-14 08:00:00,55,2,11699.13,212.71,21.24,0.036364,8,6,1
2023-05-14 09:00:00,32,0,6818.53,213.08,23.97,0.0,9,6,1
2023-05-14 10:00:00,32,0,6290.95,196.59,22.36,0.0,10,6,1
2023-05-14 11:00:00,28,1,7179.27,256.4,24.25,0.035714,11,6,1
2023-05-14 12:00:00,39,0,7642.94,195.97,22.47,0.0,12,6,1
2023-05-14 13:00:00,32,0,4269.77,133.43,24.67,0.0,13,6,1
2023-05-14 14:00:00,35,0,7251.06,207.17,24.69,0.0,14,6,1
2023-05-14 15:00:00,35,1,8718.38,249.1,18.73,0.028571,15,6,1
2023-05-14 16:00:00,40,1,11262.16,281.55,23.43,0.025,16,6,1
2023-05-14 17:00:00,36,2,5188.22,144.12,19.6,0.055556,17,6,1
2023-05-14 18:00:00,47,1,8029.66,170.84,25.73,0.021277,18,6,1
2023-05-14 19:00:00,31,0,4016.92,129.58,21.79,0.0,19,6,1
2023-05-14 20:00:00,36,1,4374.2,121.51,22.77,0.027778,20,6,1
2023-05-14 21:00:00,31,1,8003.6,258.18,20.65,0.032258,21,6,1
2023-05-14 22:00:00,35,0,7998.2,228.52,18.75,0.0,22,6,1
2023-05-14 23:00:00,45,0,10710.23,238.01,23.5,0.0,23,6,1
2023-05-15 00:00:00,44,2,8241.34,187.3,21.57,0.045455,0,0,0
2023-05-15 01:00:00,41,4,10201.96,248.83,22.63,0.097561,1,0,0
2023-05-15 02:00:00,59,0,10767.96,182.51,21.64,0.0,2,0,0
2023-05-15 03:00:00,35,0,3395.53,97.02,20.42,0.0,3,0,0
2023-05-15 04:00:00,48,1,14049.83,292.7,22.97,0.020833,4,0,0
2023-05-15 05:00:00,31,2,5090.94,164.22,24.66,0.064516,5,0,0
2023-05-15 06:00:00,41,0,5853.82,142.78,22.3,0.0,6,0,0
2023-05-15 07:00:00,35,0,6087.05,173.92,20.91,0.0,7,0,0
2023-05-15 08:00:00,36,0,9245.36,256.82,24.69,0.0,8,0,0
2023-05-15 09:00:00,36,0,7809.79,216.94,20.17,0.0,9,0,0
2023-05-15 10:00:00,33,0,6548.7,198.45,20.2,0.0,10,0,0
2023-05-15 11:00:00,36,0,5630.01,156.39,19.05,0.0,11,0,0
2023-05-15 12:00:00,35,0,5249.05,149.97,18.14,0.0,12,0,0
2023-05-15 13:00:00,40,0,8509.18,212.73,17.1,0.0,13,0,0
2023-05-15 14:00:00,48,1,7936.77,165.35,18.69,0.020833,14,0,0
2023-05-15 15:00:00,36,0,5814.12,161.5,24.01,0.0,15,0,0
2023-05-15 16:00:00,40,0,9743.95,243.6,19.29,0.0,16,0,0
2023-05-15 17:00:00,37,1,7224.27,195.25,23.69,0.027027,17,0,0
2023-05-15 18:00:00,42,1,5564.35,132.48,22.44,0.02381,18,0,0
2023-05-15 19:00:00,41,0,6415.63,156.48,21.22,0.0,19,0,0
2023-05-15 20:00:00,25,2,5714.64,228.59,23.67,0.08,20,0,0
2023-05-15 21:00:00,52,0,7762.03,149.27,19.48,0.0,21,0,0
2023-05-15 22:00:00,38,0,5909.54,155.51,18.99,0.0,22,0,0
2023-05-15 23:00:00,46,0,10351.39,225.03,22.4,0.0,23,0,0
2023-05-16 00:00:00,34,1,5456.47,160.48,15.42,0.029412,0,1,0
2023-05-16 01:00:00,23,1,5330.1,231.74,29.19,0.043478,1,1,0
2023-05-16 02:00:00,43,0,6678.56,155.32,18.9,0.0,2,1,0
2023-05-16 03:00:00,38,0,8516.33,224.11,20.04,0.0,3,1,0
2023-05-16 04:00:00,47,1,8485.15,180.54,20.77,0.021277,4,1,0
2023-05-16 05:00:00,43,0,5452.37,126.8,22.17,0.0,5,1,0
2023-05-16 06:00:00,44,1,5097.09,115.84,22.25,0.022727,6,1,0
2023-05-16 07:00:00,36,0,3721.84,103.38,21.22,0.0,7,1,0
2023-05-16 08:00:00,42,0,11289.45,268.8,23.38,0.0,8,1,0
2023-05-16 09:00:00,32,0,4601.64,143.8,21.78,0.0,9,1,0
2023-05-16 10:00:00,34,0,5204.75,153.08,24.24,0.0,10,1,0
2023-05-16 11:00:00,41,0,7845.67,191.36,23.26,0.0,11,1,0
2023-05-16 12:00:00,42,1,8360.93,199.07,20.31,0.02381,12,1,0
2023-05-16 13:00:00,37,0,6800.77,183.8,20.39,0.0,13,1,0
2023-05-16 14:00:00,33,0,6086.94,184.45,22.46,0.0,14,1,0
2023-05-16 15:00:00,28,1,4168.49,148.87,19.98,0.035714,15,1,0
2023-05-16 16:00:00,40,1,6837.47,170.94,19.87,0.025,16,1,0
2023-05-16 17:00:00,32,0,6252.51,195.39,25.07,0.0,17,1,0
2023-05-16 18:00:00,42,0,6376.14,151.81,21.59,0.0,18,1,0
2023-05-16 19:00:00,39,0,5245.59,134.5,24.56,0.0,19,1,0
2023-05-16 20:00:00,40,1,5425.53,135.64,18.28,0.025,20,1,0
2023-05-16 21:00:00,35,1,7558.05,215.94,21.17,0.028571,21,1,0
2023-05-16 22:00:00,53,0,7842.19,147.97,23.57,0.0,22,1,0
2023-05-16 23:00:00,39,1,4486.04,115.03,20.25,0.025641,23,1,0
2023-05-17 00:00:00,36,2,14818.96,411.64,24.27,0.055556,0,2,0
2023-05-17 01:00:00,37,1,6902.35,186.55,17.87,0.027027,1,2,0
2023-05-17 02:00:00,32,1,5860.16,183.13,20.41,0.03125,2,2,0
2023-05-17 03:00:00,44,2,7726.84,175.61,23.21,0.045455,3,2,0
2023-05-17 04:00:00,28,0,6292.16,224.72,21.4,0.0,4,2,0
2023-05-17 05:00:00,35,2,6551.45,187.18,24.07,0.057143,5,2,0
2023-05-17 06:00:00,42,1,8289.01,197.36,21.72,0.02381,6,2,0
2023-05-17 07:00:00,38,1,8706.23,229.11,20.58,0.026316,7,2,0
2023-05-17 08:00:00,29,1,7916.51,272.98,24.59,0.034483,8,2,0
2023-05-17 09:00:00,39,0,6095.57,156.3,17.39,0.0,9,2,0
2023-05-17 10:00:00,40,1,9281.13,232.03,23.54,0.025,10,2,0
2023-05-17 11:00:00,38,0,6112.05,160.84,18.96,0.0,11,2,0
2023-05-17 12:00:00,37,1,3746.78,101.26,20.56,0.027027,12,2,0
2023-05-17 13:00:00,43,0,9938.09,231.12,20.5,0.0,13,2,0
2023-05-17 14:00:00,49,0,7509.06,153.25,17.59,0.0,14,2,0
2023-05-17 15:00:00,41,0,5804.07,141.56,24.51,0.0,15,2,0
2023-05-17 16:00:00,39,0,8711.64,223.38,22.15,0.0,16,2,0
2023-05-17 17:00:00,28,1,6430.81,229.67,21.42,0.035714,17,2,0
2023-05-17 18:00:00,30,1,9548.56,318.29,26.91,0.033333,18,2,0
2023-05-17 19:00:00,36,0,5521.45,153.37,21.97,0.0,19,2,0
2023-05-17 20:00:00,32,0,4978.4,155.57,23.74,0.0,20,2,0
2023-05-17 21:00:00,41,0,9172.87,223.73,23.5,0.0,21,2,0
2023-05-17 22:00:00,42,0,7235.59,172.28,16.58,0.0,22,2,0
2023-05-17 23:00:00,38,0,7229.09,190.24,18.54,0.0,23,2,0
2023-05-18 00:00:00,29,0,6121.27,211.08,20.35,0.0,0,3,0
2023-05-18 01:00:00,41,0,8257.9,201.41,21.57,0.0,1,3,0
2023-05-18 02:00:00,52,0,7405.87,142.42,21.14,0.0,2,3,0
2023-05-18 03:00:00,42,1,7429.77,176.9,22.96,0.02381,3,3,0
2023-05-18 04:00:00,40,1,10868.92,271.72,21.63,0.025,4,3,0
2023-05-18 05:00:00,31,0,3800.16,122.59,27.83,0.0,5,3,0
2023-05-18 06:00:00,30,1,9236.22,307.87,17.86,0.033333,6,3,0
2023-05-18 07:00:00,47,2,7561.38,160.88,21.98,0.042553,7,3,0
2023-05-18 08:00:00,30,0,5190.43,173.01,22.89,0.0,8,3,0
2023-05-18 09:00:00,40,1,9327.72,233.19,20.71,0.025,9,3,0
2023-05-18 10:00:00,29,0,4943.62,170.47,19.04,0.0,10,3,0
2023-05-18 11:00:00,43,0,7098.23,165.08,24.78,0.0,11,3,0
2023-05-18 12:00:00,49,0,8582.07,175.14,21.84,0.0,12,3,0
2023-05-18 13:00:00,35,0,7252.78,207.22,19.26,0.0,13,3,0
2023-05-18 14:00:00,43,1,7790.57,181.18,18.9,0.023256,14,3,0
2023-05-18 15:00:00,41,0,4946.72,120.65,18.21,0.0,15,3,0
2023-05-18 16:00:00,33,0,5199.54,157.56,19.75,0.0,16,3,0
2023-05-18 17:00:00,32,0,5444.68,170.15,20.27,0.0,17,3,0
2023-05-18 18:00:00,42,1,6614.07,157.48,21.04,0.02381,18,3,0
2023-05-18 19:00:00,40,0,6494.74,162.37,20.97,0.0,19,3,0
2023-05-18 20:00:00,33,0,7574.9,229.54,31.16,0.0,20,3,0
2023-05-18 21:00:00,30,0,4860.98,162.03,20.76,0.0,21,3,0
2023-05-18 22:00:00,49,3,8920.06,182.04,22.41,0.061224,22,3,0
2023-05-18 23:00:00,44,1,5878.99,133.61,20.92,0.022727,23,3,0
2023-05-19 00:00:00,25,1,6973.02,278.92,18.78,0.04,0,4,0
2023-05-19 01:00:00,26,1,2433.28,93.59,25.47,0.038462,1,4,0
2023-05-19 02:00:00,42,0,10648.44,253.53,20.3,0.0,2,4,0
2023-05-19 03:00:00,39,1,8105.79,207.84,20.15,0.025641,3,4,0
2023-05-19 04:00:00,45,0,8240.87,183.13,21.05,0.0,4,4,0
2023-05-19 05:00:00,36,0,6262.82,173.97,21.85,0.0,5,4,0
2023-05-19 06:00:00,45,2,9455.03,210.11,22.52,0.044444,6,4,0
2023-05-19 07:00:00,32,0,5165.29,161.42,22.5,0.0,7,4,0
2023-05-19 08:00:00,31,2,4546.51,146.66,21.9,0.064516,8,4,0
2023-05-19 09:00:00,29,0,5223.26,180.11,20.92,0.0,9,4,0
2023-05-19 10:00:00,35,0,6285.04,179.57,19.92,0.0,10,4,0
2023-05-19 11:00:00,38,0,8081.91,212.68,20.67,0.0,11,4,0
2023-05-19 12:00:00,41,1,6689.54,163.16,18.78,0.02439,12,4,0
2023-05-19 13:00:00,31,0,7586.7,244.73,22.19,0.0,13,4,0
2023-05-19 14:00:00,42,0,5999.36,142.84,17.91,0.0,14,4,0
2023-05-19 15:00:00,32,1,7936.27,248.01,20.02,0.03125,15,4,0
2023-05-19 16:00:00,31,0,4851.57,156.5,22.75,0.0,16,4,0
2023-05-19 17:00:00,30,0,5920.5,197.35,23.14,0.0,17,4,0
2023-05-19 18:00:00,43,1,5492.58,127.73,20.35,0.023256,18,4,0
2023-05-19 19:00:00,35,1,7097.26,202.78,19.3,0.028571,19,4,0
2023-05-19 20:00:00,35,0,5125.8,146.45,19.9,0.0,20,4,0
2023-05-19 21:00:00,31,0,5241.56,169.08,22.41,0.0,21,4,0
2023-05-19 22:00:00,37,1,5760.77,155.7,21.18,0.027027,22,4,0
2023-05-19 23:00:00,40,3,6973.69,174.34,23.7,0.075,23,4,0
2023-05-20 00:00:00,36,1,7419.32,206.09,23.47,0.027778,0,5,1
2023-05-20 01:00:00,38,0,7647.77,201.26,21.51,0.0,1,5,1
2023-05-20 02:00:00,45,3,9109.52,202.43,21.1,0.066667,2,5,1
2023-05-20 03:00:00,39,2,7324.91,187.82,28.06,0.051282,3,5,1
2023-05-20 04:00:00,48,1,11372.86,236.93,25.29,0.020833,4,5,1
2023-05-20 05:00:00,38,1,6010.42,158.17,19.33,0.026316,5,5,1
2023-05-20 06:00:00,33,0,6707.05,203.24,17.26,0.0,6,5,1
2023-05-20 07:00:00,52,0,8285.13,159.33,22.71,0.0,7,5,1
2023-05-20 08:00:00,47,0,7110.64,151.29,23.75,0.0,8,5,1
2023-05-20 09:00:00,40,1,5353.25,133.83,23.38,0.025,9,5,1
2023-05-20 10:00:00,33,1,3301.25,100.04,22.45,0.030303,10,5,1
2023-05-20 11:00:00,35,0,5769.03,164.83,17.82,0.0,11,5,1
2023-05-20 12:00:00,39,0,7565.56,193.99,16.84,0.0,12,5,1
2023-05-20 13:00:00,40,0,4206.4,105.16,21.67,0.0,13,5,1
2023-05-20 14:00:00,41,0,11683.42,284.96,19.71,0.0,14,5,1
2023-05-20 15:00:00,50,1,9896.04,197.92,18.57,0.02,15,5,1
2023-05-20 16:00:00,40,0,7142.9,178.57,23.1,0.0,16,5,1
2023-05-20 17:00:00,43,1,9041.55,210.27,21.18,0.023256,17,5,1
2023-05-20 18:00:00,41,2,8368.76,204.12,25.7,0.04878,18,5,1
2023-05-20 19:00:00,41,0,6932.88,169.09,18.46,0.0,19,5,1
2023-05-20 20:00:00,40,0,10292.78,257.32,18.81,0.0,20,5,1
2023-05-20 21:00:00,44,0,6915.21,157.16,18.4,0.0,21,5,1
2023-05-20 22:00:00,37,0,7972.66,215.48,21.01,0.0,22,5,1
2023-05-20 23:00:00,29,1,9571.56,330.05,19.37,0.034483,23,5,1
2023-05-21 00:00:00,27,1,3836.26,142.08,20.86,0.037037,0,6,1
2023-05-21 01:00:00,38,0,4940.37,130.01,19.35,0.0,1,6,1
2023-05-21 02:00:00,38,0,8064.33,212.22,18.71,0.0,2,6,1
2023-05-21 03:00:00,39,0,6587.12,168.9,26.05,0.0,3,6,1
2023-05-21 04:00:00,42,2,6246.96,148.74,23.14,0.047619,4,6,1
2023-05-21 05:00:00,45,1,8679.07,192.87,23.08,0.022222,5,6,1
2023-05-21 06:00:00,41,0,9089.13,221.69,17.82,0.0,6,6,1
2023-05-21 07:00:00,26,0,5095.02,195.96,20.63,0.0,7,6,1
2023-05-21 08:00:00,57,1,11470.53,201.24,21.28,0.017544,8,6,1
2023-05-21 09:00:00,42,1,5390.12,128.34,21.48,0.02381,9,6,1
2023-05-21 10:00:00,39,0,4339.32,111.26,18.35,0.0,10,6,1
2023-05-21 11:00:00,18,0,2046.88,113.72,24.26,0.0,11,6,1
2023-05-21 12:00:00,42,0,8681.19,206.7,21.39,0.0,12,6,1
2023-05-21 13:00:00,45,1,8918.53,198.19,21.1,0.022222,13,6,1
2023-05-21 14:00:00,42,0,7437.86,177.09,20.55,0.0,14,6,1
2023-05-21 15:00:00,40,1,4345.64,108.64,22.62,0.025,15,6,1
2023-05-21 16:00:00,30,0,6211.69,207.06,25.13,0.0,16,6,1
2023-05-21 17:00:00,34,1,4005.97,117.82,21.64,0.029412,17,6,1
2023-05-21 18:00:00,38,0,8872.87,233.5,17.1,0.0,18,6,1
2023-05-21 19:00:00,37,0,6853.98,185.24,20.83,0.0,19,6,1
