account_a,account_b,shared_type,connection_count,ring_id,both_fraud
ACC0046439,ACC0039683,device_id,5,RING0145,1
ACC0046439,ACC0003260,ip_address,13,RING0145,1
ACC0046439,ACC0016735,device_id,3,RING0145,1
ACC0046439,ACC0038910,ip_address,10,RING0145,1
ACC0046439,ACC0033148,phone,11,RING0145,1
ACC0046439,ACC0018404,phone,10,RING0145,1
ACC0014119,ACC0048364,ip_address,7,RING0145,1
ACC0014119,ACC0039683,ip_address,8,RING0145,1
ACC0014119,ACC0003260,ip_address,4,RING0145,1
ACC0014119,ACC0016735,ip_address,9,RING0145,1
ACC0014119,ACC0038910,device_id,2,RING0145,1
ACC0014119,ACC0033148,phone,7,RING0145,1
ACC0014119,ACC0018404,phone,3,RING0145,1
ACC0048364,ACC0039683,ip_address,13,RING0145,1
ACC0048364,ACC0003260,email_domain,5,RING0145,1
ACC0048364,ACC0016735,email_domain,14,RING0145,1
ACC0048364,ACC0038910,email_domain,10,RING0145,1
ACC0048364,ACC0033148,ip_address,7,RING0145,1
ACC0048364,ACC0018404,ip_address,11,RING0145,1
ACC0039683,ACC0003260,email_domain,12,RING0145,1
ACC0039683,ACC0016735,phone,12,RING0145,1
ACC0039683,ACC0038910,phone,3,RING0145,1
ACC0039683,ACC0033148,ip_address,11,RING0145,1
ACC0039683,ACC0018404,email_domain,9,RING0145,1
ACC0003260,ACC0016735,email_domain,13,RING0145,1
ACC0003260,ACC0038910,ip_address,8,RING0145,1
ACC0003260,ACC0033148,ip_address,14,RING0145,1
ACC0003260,ACC0018404,device_id,4,RING0145,1
ACC0016735,ACC0038910,phone,11,RING0145,1
ACC0016735,ACC0033148,device_id,4,RING0145,1
ACC0016735,ACC0018404,phone,10,RING0145,1
ACC0038910,ACC0033148,ip_address,5,RING0145,1
ACC0038910,ACC0018404,phone,3,RING0145,1
ACC0033148,ACC0018404,device_id,5,RING0145,1
ACC0030939,ACC0031740,email_domain,9,RING0146,1
ACC0030939,ACC0021355,ip_address,11,RING0146,1
ACC0030939,ACC0030214,ip_address,6,RING0146,1
ACC0030939,ACC0048839,phone,6,RING0146,1
ACC0030939,ACC0004854,email_domain,5,RING0146,1
ACC0030939,ACC0049444,phone,10,RING0146,1
ACC0030939,ACC0033150,email_domain,11,RING0146,1
ACC0030939,ACC0042544,ip_address,12,RING0146,1
ACC0031740,ACC0021355,email_domain,10,RING0146,1
ACC0031740,ACC0030214,phone,4,RING0146,1
ACC0031740,ACC0048839,phone,10,RING0146,1
ACC0031740,ACC0004854,email_domain,14,RING0146,1
ACC0031740,ACC0049444,device_id,8,RING0146,1
ACC0031740,ACC0033150,email_domain,13,RING0146,1
ACC0031740,ACC0042544,ip_address,2,RING0146,1
ACC0021355,ACC0030214,device_id,6,RING0146,1
ACC0021355,ACC0048839,device_id,2,RING0146,1
ACC0021355,ACC0004854,phone,5,RING0146,1
ACC0021355,ACC0049444,phone,9,RING0146,1
ACC0021355,ACC0033150,phone,5,RING0146,1
ACC0021355,ACC0042544,phone,5,RING0146,1
ACC0030214,ACC0048839,device_id,14,RING0146,1
ACC0030214,ACC0004854,phone,13,RING0146,1
ACC0030214,ACC0049444,device_id,9,RING0146,1
ACC0030214,ACC0033150,email_domain,5,RING0146,1
ACC0030214,ACC0042544,phone,2,RING0146,1
ACC0048839,ACC0004854,device_id,8,RING0146,1
ACC0048839,ACC0049444,ip_address,11,RING0146,1
ACC0048839,ACC0033150,phone,11,RING0146,1
ACC0048839,ACC0042544,email_domain,6,RING0146,1
ACC0004854,ACC0049444,email_domain,9,RING0146,1
ACC0004854,ACC0033150,email_domain,10,RING0146,1
ACC0004854,ACC0042544,phone,11,RING0146,1
ACC0049444,ACC0033150,email_domain,4,RING0146,1
ACC0049444,ACC0042544,email_domain,6,RING0146,1
ACC0033150,ACC0042544,email_domain,14,RING0146,1
ACC0003674,ACC0030037,phone,2,RING0147,1
ACC0003674,ACC0019506,email_domain,5,RING0147,1
ACC0003674,ACC0044885,email_domain,6,RING0147,1
ACC0003674,ACC0041261,ip_address,10,RING0147,1
ACC0003674,ACC0039716,phone,14,RING0147,1
ACC0003674,ACC0004913,device_id,5,RING0147,1
ACC0003674,ACC0012964,ip_address,3,RING0147,1
ACC0003674,ACC0028805,ip_address,11,RING0147,1
ACC0030037,ACC0019506,ip_address,9,RING0147,1
ACC0030037,ACC0044885,email_domain,12,RING0147,1
ACC0030037,ACC0041261,device_id,12,RING0147,1
ACC0030037,ACC0039716,ip_address,2,RING0147,1
ACC0030037,ACC0004913,email_domain,3,RING0147,1
ACC0030037,ACC0012964,device_id,3,RING0147,1
ACC0030037,ACC0028805,ip_address,10,RING0147,1
ACC0019506,ACC0044885,phone,11,RING0147,1
ACC0019506,ACC0041261,device_id,14,RING0147,1
ACC0019506,ACC0039716,phone,6,RING0147,1
ACC0019506,ACC0004913,ip_address,6,RING0147,1
ACC0019506,ACC0012964,email_domain,3,RING0147,1
ACC0019506,ACC0028805,email_domain,9,RING0147,1
ACC0044885,ACC0041261,phone,11,RING0147,1
ACC0044885,ACC0039716,device_id,14,RING0147,1
ACC0044885,ACC0004913,device_id,9,RING0147,1
ACC0044885,ACC0012964,email_domain,9,RING0147,1
ACC0044885,ACC0028805,device_id,9,RING0147,1
ACC0041261,ACC0039716,email_domain,7,RING0147,1
ACC0041261,ACC0004913,phone,4,RING0147,1
ACC0041261,ACC0012964,device_id,11,RING0147,1
ACC0041261,ACC0028805,email_domain,7,RING0147,1
ACC0039716,ACC0004913,phone,6,RING0147,1
ACC0039716,ACC0012964,phone,9,RING0147,1
ACC0039716,ACC0028805,email_domain,3,RING0147,1
ACC0004913,ACC0012964,ip_address,9,RING0147,1
ACC0004913,ACC0028805,email_domain,2,RING0147,1
ACC0012964,ACC0028805,email_domain,4,RING0147,1
ACC0034641,ACC0004443,phone,12,RING0148,1
ACC0034641,ACC0028443,ip_address,9,RING0148,1
ACC0034641,ACC0008523,device_id,13,RING0148,1
ACC0034641,ACC0005817,phone,14,RING0148,1
ACC0034641,ACC0020255,ip_address,7,RING0148,1
ACC0034641,ACC0041120,phone,10,RING0148,1
ACC0034641,ACC0035679,phone,11,RING0148,1
ACC0034641,ACC0003303,ip_address,10,RING0148,1
ACC0034641,ACC0039623,ip_address,8,RING0148,1
ACC0034641,ACC0017494,phone,4,RING0148,1
ACC0004443,ACC0028443,device_id,8,RING0148,1
ACC0004443,ACC0008523,ip_address,10,RING0148,1
ACC0004443,ACC0005817,phone,6,RING0148,1
ACC0004443,ACC0020255,device_id,5,RING0148,1
ACC0004443,ACC0041120,email_domain,10,RING0148,1
ACC0004443,ACC0035679,email_domain,10,RING0148,1
ACC0004443,ACC0003303,device_id,14,RING0148,1
ACC0004443,ACC0039623,phone,12,RING0148,1
ACC0004443,ACC0017494,phone,3,RING0148,1
ACC0028443,ACC0008523,ip_address,14,RING0148,1
ACC0028443,ACC0005817,ip_address,14,RING0148,1
ACC0028443,ACC0020255,phone,11,RING0148,1
ACC0028443,ACC0041120,device_id,4,RING0148,1
ACC0028443,ACC0035679,device_id,8,RING0148,1
ACC0028443,ACC0003303,ip_address,2,RING0148,1
ACC0028443,ACC0039623,phone,8,RING0148,1
ACC0028443,ACC0017494,ip_address,8,RING0148,1
ACC0008523,ACC0005817,ip_address,13,RING0148,1
ACC0008523,ACC0020255,phone,10,RING0148,1
ACC0008523,ACC0041120,email_domain,13,RING0148,1
ACC0008523,ACC0035679,device_id,11,RING0148,1
ACC0008523,ACC0003303,email_domain,14,RING0148,1
ACC0008523,ACC0039623,device_id,9,RING0148,1
ACC0008523,ACC0017494,ip_address,2,RING0148,1
ACC0005817,ACC0020255,device_id,10,RING0148,1
ACC0005817,ACC0041120,email_domain,7,RING0148,1
ACC0005817,ACC0035679,device_id,7,RING0148,1
ACC0005817,ACC0003303,email_domain,13,RING0148,1
ACC0005817,ACC0039623,email_domain,14,RING0148,1
ACC0005817,ACC0017494,phone,12,RING0148,1
ACC0020255,ACC0041120,email_domain,5,RING0148,1
ACC0020255,ACC0035679,phone,11,RING0148,1
ACC0020255,ACC0003303,ip_address,9,RING0148,1
ACC0020255,ACC0039623,ip_address,4,RING0148,1
ACC0020255,ACC0017494,email_domain,12,RING0148,1
ACC0041120,ACC0035679,email_domain,8,RING0148,1
ACC0041120,ACC0003303,email_domain,13,RING0148,1
ACC0041120,ACC0039623,device_id,6,RING0148,1
ACC0041120,ACC0017494,ip_address,5,RING0148,1
ACC0035679,ACC0003303,device_id,14,RING0148,1
ACC0035679,ACC0039623,device_id,12,RING0148,1
ACC0035679,ACC0017494,ip_address,11,RING0148,1
ACC0003303,ACC0039623,email_domain,4,RING0148,1
ACC0003303,ACC0017494,email_domain,8,RING0148,1
ACC0039623,ACC0017494,phone,7,RING0148,1
ACC0048933,ACC0027760,phone,14,RING0149,1
ACC0048933,ACC0026390,device_id,4,RING0149,1
ACC0048933,ACC0030434,ip_address,5,RING0149,1
ACC0048933,ACC0001510,phone,10,RING0149,1
ACC0048933,ACC0034738,ip_address,8,RING0149,1
ACC0027760,ACC0026390,phone,13,RING0149,1
ACC0027760,ACC0030434,device_id,2,RING0149,1
ACC0027760,ACC0001510,device_id,8,RING0149,1
ACC0027760,ACC0034738,email_domain,9,RING0149,1
ACC0026390,ACC0030434,email_domain,3,RING0149,1
ACC0026390,ACC0001510,email_domain,6,RING0149,1
ACC0026390,ACC0034738,device_id,9,RING0149,1
ACC0030434,ACC0001510,email_domain,12,RING0149,1
ACC0030434,ACC0034738,email_domain,14,RING0149,1
ACC0001510,ACC0034738,device_id,3,RING0149,1
ACC0027900,ACC0049178,device_id,7,RING0150,1
ACC0027900,ACC0015053,device_id,4,RING0150,1
ACC0027900,ACC0036723,device_id,8,RING0150,1
ACC0027900,ACC0003640,email_domain,2,RING0150,1
ACC0027900,ACC0012075,phone,3,RING0150,1
ACC0027900,ACC0020767,device_id,6,RING0150,1
ACC0049178,ACC0015053,email_domain,14,RING0150,1
ACC0049178,ACC0036723,ip_address,8,RING0150,1
ACC0049178,ACC0003640,device_id,9,RING0150,1
ACC0049178,ACC0012075,email_domain,4,RING0150,1
ACC0049178,ACC0020767,ip_address,14,RING0150,1
ACC0015053,ACC0036723,email_domain,7,RING0150,1
ACC0015053,ACC0003640,ip_address,4,RING0150,1
ACC0015053,ACC0012075,ip_address,2,RING0150,1
ACC0015053,ACC0020767,ip_address,12,RING0150,1
ACC0036723,ACC0003640,phone,2,RING0150,1
ACC0036723,ACC0012075,phone,7,RING0150,1
ACC0036723,ACC0020767,email_domain,9,RING0150,1
ACC0003640,ACC0012075,device_id,14,RING0150,1
ACC0003640,ACC0020767,ip_address,12,RING0150,1
ACC0012075,ACC0020767,ip_address,12,RING0150,1
ACC0017941,ACC0009115,device_id,10,RING0151,1
ACC0017941,ACC0030686,device_id,12,RING0151,1
ACC0009115,ACC0030686,phone,4,RING0151,1
ACC0047144,ACC0019213,phone,12,RING0152,1
ACC0047144,ACC0002894,ip_address,10,RING0152,1
ACC0047144,ACC0036430,ip_address,9,RING0152,1
ACC0047144,ACC0029433,phone,13,RING0152,1
ACC0047144,ACC0017321,phone,9,RING0152,1
ACC0047144,ACC0024861,email_domain,9,RING0152,1
ACC0019213,ACC0002894,email_domain,12,RING0152,1
ACC0019213,ACC0036430,ip_address,11,RING0152,1
ACC0019213,ACC0029433,ip_address,3,RING0152,1
ACC0019213,ACC0017321,phone,3,RING0152,1
ACC0019213,ACC0024861,ip_address,8,RING0152,1
ACC0002894,ACC0036430,device_id,8,RING0152,1
ACC0002894,ACC0029433,email_domain,8,RING0152,1
ACC0002894,ACC0017321,phone,13,RING0152,1
ACC0002894,ACC0024861,phone,7,RING0152,1
ACC0036430,ACC0029433,email_domain,2,RING0152,1
ACC0036430,ACC0017321,ip_address,12,RING0152,1
ACC0036430,ACC0024861,ip_address,3,RING0152,1
ACC0029433,ACC0017321,phone,8,RING0152,1
ACC0029433,ACC0024861,email_domain,5,RING0152,1
ACC0017321,ACC0024861,phone,4,RING0152,1
ACC0015580,ACC0012666,ip_address,6,RING0153,1
ACC0015580,ACC0042988,email_domain,6,RING0153,1
ACC0012666,ACC0042988,device_id,10,RING0153,1
ACC0040807,ACC0047910,ip_address,7,RING0154,1
ACC0040807,ACC0021031,ip_address,14,RING0154,1
ACC0040807,ACC0021119,phone,9,RING0154,1
ACC0040807,ACC0008303,device_id,4,RING0154,1
ACC0040807,ACC0020159,ip_address,11,RING0154,1
ACC0040807,ACC0021677,ip_address,2,RING0154,1
ACC0047910,ACC0021031,device_id,10,RING0154,1
ACC0047910,ACC0021119,device_id,10,RING0154,1
ACC0047910,ACC0008303,device_id,10,RING0154,1
ACC0047910,ACC0020159,device_id,14,RING0154,1
ACC0047910,ACC0021677,device_id,7,RING0154,1
ACC0021031,ACC0021119,phone,13,RING0154,1
ACC0021031,ACC0008303,email_domain,4,RING0154,1
ACC0021031,ACC0020159,ip_address,7,RING0154,1
ACC0021031,ACC0021677,ip_address,8,RING0154,1
ACC0021119,ACC0008303,phone,8,RING0154,1
ACC0021119,ACC0020159,ip_address,7,RING0154,1
ACC0021119,ACC0021677,ip_address,11,RING0154,1
ACC0008303,ACC0020159,device_id,14,RING0154,1
ACC0008303,ACC0021677,phone,4,RING0154,1
ACC0020159,ACC0021677,ip_address,8,RING0154,1
ACC0028527,ACC0030544,device_id,8,RING0155,1
ACC0028527,ACC0044822,email_domain,12,RING0155,1
ACC0028527,ACC0013143,phone,5,RING0155,1
ACC0028527,ACC0042342,phone,5,RING0155,1
ACC0028527,ACC0042868,email_domain,6,RING0155,1
ACC0028527,ACC0015852,email_domain,13,RING0155,1
ACC0030544,ACC0044822,phone,3,RING0155,1
ACC0030544,ACC0013143,ip_address,3,RING0155,1
ACC0030544,ACC0042342,ip_address,8,RING0155,1
ACC0030544,ACC0042868,phone,13,RING0155,1
ACC0030544,ACC0015852,device_id,12,RING0155,1
ACC0044822,ACC0013143,device_id,4,RING0155,1
ACC0044822,ACC0042342,ip_address,2,RING0155,1
ACC0044822,ACC0042868,email_domain,5,RING0155,1
ACC0044822,ACC0015852,phone,3,RING0155,1
ACC0013143,ACC0042342,phone,6,RING0155,1
ACC0013143,ACC0042868,email_domain,3,RING0155,1
ACC0013143,ACC0015852,ip_address,12,RING0155,1
ACC0042342,ACC0042868,phone,11,RING0155,1
ACC0042342,ACC0015852,ip_address,14,RING0155,1
ACC0042868,ACC0015852,ip_address,2,RING0155,1
ACC0020434,ACC0040633,phone,13,RING0156,1
ACC0020434,ACC0021979,device_id,14,RING0156,1
ACC0020434,ACC0004262,phone,7,RING0156,1
ACC0020434,ACC0030289,ip_address,14,RING0156,1
ACC0020434,ACC0039964,ip_address,10,RING0156,1
ACC0020434,ACC0020197,email_domain,2,RING0156,1
ACC0020434,ACC0049442,device_id,2,RING0156,1
ACC0040633,ACC0021979,ip_address,14,RING0156,1
ACC0040633,ACC0004262,email_domain,9,RING0156,1
ACC0040633,ACC0030289,email_domain,7,RING0156,1
ACC0040633,ACC0039964,email_domain,6,RING0156,1
ACC0040633,ACC0020197,email_domain,9,RING0156,1
ACC0040633,ACC0049442,phone,14,RING0156,1
ACC0021979,ACC0004262,email_domain,11,RING0156,1
ACC0021979,ACC0030289,device_id,11,RING0156,1
ACC0021979,ACC0039964,ip_address,12,RING0156,1
ACC0021979,ACC0020197,phone,4,RING0156,1
ACC0021979,ACC0049442,ip_address,14,RING0156,1
ACC0004262,ACC0030289,ip_address,13,RING0156,1
ACC0004262,ACC0039964,device_id,12,RING0156,1
ACC0004262,ACC0020197,ip_address,2,RING0156,1
ACC0004262,ACC0049442,email_domain,5,RING0156,1
ACC0030289,ACC0039964,email_domain,12,RING0156,1
ACC0030289,ACC0020197,ip_address,14,RING0156,1
ACC0030289,ACC0049442,phone,5,RING0156,1
ACC0039964,ACC0020197,device_id,14,RING0156,1
ACC0039964,ACC0049442,email_domain,3,RING0156,1
ACC0020197,ACC0049442,device_id,13,RING0156,1
ACC0018772,ACC0018196,email_domain,5,RING0157,1
ACC0018772,ACC0008160,ip_address,13,RING0157,1
ACC0018196,ACC0008160,device_id,4,RING0157,1
ACC0044451,ACC0012048,ip_address,10,RING0158,1
ACC0044451,ACC0014079,email_domain,2,RING0158,1
ACC0044451,ACC0031537,device_id,12,RING0158,1
ACC0044451,ACC0024268,ip_address,5,RING0158,1
ACC0044451,ACC0033232,device_id,8,RING0158,1
ACC0044451,ACC0027690,device_id,4,RING0158,1
ACC0044451,ACC0022990,email_domain,9,RING0158,1
ACC0044451,ACC0006907,device_id,4,RING0158,1
ACC0044451,ACC0030076,phone,9,RING0158,1
ACC0044451,ACC0040304,ip_address,5,RING0158,1
ACC0012048,ACC0014079,ip_address,9,RING0158,1
ACC0012048,ACC0031537,ip_address,14,RING0158,1
ACC0012048,ACC0024268,device_id,4,RING0158,1
ACC0012048,ACC0033232,ip_address,5,RING0158,1
ACC0012048,ACC0027690,ip_address,13,RING0158,1
ACC0012048,ACC0022990,ip_address,7,RING0158,1
ACC0012048,ACC0006907,email_domain,11,RING0158,1
ACC0012048,ACC0030076,phone,8,RING0158,1
ACC0012048,ACC0040304,phone,11,RING0158,1
ACC0014079,ACC0031537,email_domain,3,RING0158,1
ACC0014079,ACC0024268,phone,7,RING0158,1
ACC0014079,ACC0033232,ip_address,12,RING0158,1
ACC0014079,ACC0027690,device_id,12,RING0158,1
ACC0014079,ACC0022990,device_id,7,RING0158,1
ACC0014079,ACC0006907,email_domain,7,RING0158,1
ACC0014079,ACC0030076,ip_address,11,RING0158,1
ACC0014079,ACC0040304,ip_address,2,RING0158,1
ACC0031537,ACC0024268,email_domain,7,RING0158,1
ACC0031537,ACC0033232,email_domain,14,RING0158,1
ACC0031537,ACC0027690,ip_address,8,RING0158,1
ACC0031537,ACC0022990,device_id,7,RING0158,1
ACC0031537,ACC0006907,email_domain,5,RING0158,1
ACC0031537,ACC0030076,device_id,4,RING0158,1
ACC0031537,ACC0040304,device_id,5,RING0158,1
ACC0024268,ACC0033232,ip_address,13,RING0158,1
ACC0024268,ACC0027690,device_id,3,RING0158,1
ACC0024268,ACC0022990,email_domain,4,RING0158,1
ACC0024268,ACC0006907,email_domain,11,RING0158,1
ACC0024268,ACC0030076,phone,6,RING0158,1
ACC0024268,ACC0040304,ip_address,9,RING0158,1
ACC0033232,ACC0027690,ip_address,2,RING0158,1
ACC0033232,ACC0022990,ip_address,7,RING0158,1
ACC0033232,ACC0006907,ip_address,2,RING0158,1
ACC0033232,ACC0030076,device_id,3,RING0158,1
ACC0033232,ACC0040304,ip_address,8,RING0158,1
ACC0027690,ACC0022990,email_domain,8,RING0158,1
ACC0027690,ACC0006907,phone,3,RING0158,1
ACC0027690,ACC0030076,ip_address,6,RING0158,1
ACC0027690,ACC0040304,phone,10,RING0158,1
ACC0022990,ACC0006907,ip_address,2,RING0158,1
ACC0022990,ACC0030076,ip_address,13,RING0158,1
ACC0022990,ACC0040304,email_domain,12,RING0158,1
ACC0006907,ACC0030076,phone,9,RING0158,1
ACC0006907,ACC0040304,device_id,6,RING0158,1
ACC0030076,ACC0040304,phone,8,RING0158,1
ACC0020222,ACC0032229,device_id,5,RING0159,1
ACC0020222,ACC0021375,ip_address,9,RING0159,1
ACC0020222,ACC0040136,email_domain,3,RING0159,1
ACC0032229,ACC0021375,phone,12,RING0159,1
ACC0032229,ACC0040136,device_id,6,RING0159,1
ACC0021375,ACC0040136,email_domain,5,RING0159,1
ACC0043180,ACC0008925,phone,12,RING0160,1
ACC0043180,ACC0032266,email_domain,9,RING0160,1
ACC0043180,ACC0036470,ip_address,7,RING0160,1
ACC0043180,ACC0042641,email_domain,4,RING0160,1
ACC0043180,ACC0016973,phone,12,RING0160,1
ACC0043180,ACC0043054,device_id,5,RING0160,1
ACC0043180,ACC0013925,ip_address,13,RING0160,1
ACC0008925,ACC0032266,device_id,6,RING0160,1
ACC0008925,ACC0036470,ip_address,6,RING0160,1
ACC0008925,ACC0042641,device_id,14,RING0160,1
ACC0008925,ACC0016973,ip_address,14,RING0160,1
ACC0008925,ACC0043054,ip_address,2,RING0160,1
ACC0008925,ACC0013925,phone,3,RING0160,1
ACC0032266,ACC0036470,device_id,14,RING0160,1
ACC0032266,ACC0042641,ip_address,8,RING0160,1
ACC0032266,ACC0016973,email_domain,3,RING0160,1
ACC0032266,ACC0043054,email_domain,4,RING0160,1
ACC0032266,ACC0013925,ip_address,13,RING0160,1
ACC0036470,ACC0042641,phone,3,RING0160,1
ACC0036470,ACC0016973,device_id,10,RING0160,1
ACC0036470,ACC0043054,phone,10,RING0160,1
ACC0036470,ACC0013925,ip_address,7,RING0160,1
ACC0042641,ACC0016973,ip_address,8,RING0160,1
ACC0042641,ACC0043054,device_id,7,RING0160,1
ACC0042641,ACC0013925,ip_address,6,RING0160,1
ACC0016973,ACC0043054,email_domain,6,RING0160,1
ACC0016973,ACC0013925,device_id,6,RING0160,1
ACC0043054,ACC0013925,device_id,8,RING0160,1
ACC0013554,ACC0027251,email_domain,5,RING0161,1
ACC0013554,ACC0030313,device_id,12,RING0161,1
ACC0013554,ACC0049922,phone,12,RING0161,1
ACC0027251,ACC0030313,ip_address,5,RING0161,1
ACC0027251,ACC0049922,email_domain,3,RING0161,1
ACC0030313,ACC0049922,phone,5,RING0161,1
ACC0035185,ACC0041085,ip_address,5,RING0162,1
ACC0035185,ACC0015015,ip_address,8,RING0162,1
ACC0041085,ACC0015015,device_id,14,RING0162,1
ACC0037341,ACC0011697,device_id,12,RING0163,1
ACC0037341,ACC0026315,device_id,12,RING0163,1
ACC0037341,ACC0004113,device_id,14,RING0163,1
ACC0037341,ACC0026609,ip_address,5,RING0163,1
ACC0037341,ACC0021567,phone,4,RING0163,1
ACC0037341,ACC0024899,device_id,8,RING0163,1
ACC0037341,ACC0007884,device_id,3,RING0163,1
ACC0037341,ACC0011447,email_domain,2,RING0163,1
ACC0037341,ACC0033150,phone,12,RING0163,1
ACC0037341,ACC0031623,email_domain,7,RING0163,1
ACC0011697,ACC0026315,email_domain,8,RING0163,1
ACC0011697,ACC0004113,phone,4,RING0163,1
ACC0011697,ACC0026609,phone,3,RING0163,1
ACC0011697,ACC0021567,phone,4,RING0163,1
ACC0011697,ACC0024899,device_id,9,RING0163,1
ACC0011697,ACC0007884,device_id,11,RING0163,1
ACC0011697,ACC0011447,email_domain,7,RING0163,1
ACC0011697,ACC0033150,email_domain,7,RING0163,1
ACC0011697,ACC0031623,ip_address,9,RING0163,1
ACC0026315,ACC0004113,email_domain,8,RING0163,1
ACC0026315,ACC0026609,phone,2,RING0163,1
ACC0026315,ACC0021567,device_id,9,RING0163,1
ACC0026315,ACC0024899,phone,10,RING0163,1
ACC0026315,ACC0007884,ip_address,12,RING0163,1
ACC0026315,ACC0011447,ip_address,2,RING0163,1
ACC0026315,ACC0033150,ip_address,5,RING0163,1
ACC0026315,ACC0031623,email_domain,11,RING0163,1
ACC0004113,ACC0026609,phone,7,RING0163,1
ACC0004113,ACC0021567,ip_address,11,RING0163,1
ACC0004113,ACC0024899,ip_address,11,RING0163,1
ACC0004113,ACC0007884,device_id,4,RING0163,1
ACC0004113,ACC0011447,ip_address,8,RING0163,1
ACC0004113,ACC0033150,email_domain,14,RING0163,1
ACC0004113,ACC0031623,device_id,4,RING0163,1
ACC0026609,ACC0021567,email_domain,13,RING0163,1
ACC0026609,ACC0024899,email_domain,7,RING0163,1
ACC0026609,ACC0007884,device_id,5,RING0163,1
ACC0026609,ACC0011447,phone,14,RING0163,1
ACC0026609,ACC0033150,ip_address,12,RING0163,1
ACC0026609,ACC0031623,email_domain,3,RING0163,1
ACC0021567,ACC0024899,phone,2,RING0163,1
ACC0021567,ACC0007884,phone,14,RING0163,1
ACC0021567,ACC0011447,ip_address,6,RING0163,1
ACC0021567,ACC0033150,ip_address,2,RING0163,1
ACC0021567,ACC0031623,ip_address,8,RING0163,1
ACC0024899,ACC0007884,ip_address,7,RING0163,1
ACC0024899,ACC0011447,phone,12,RING0163,1
ACC0024899,ACC0033150,ip_address,4,RING0163,1
ACC0024899,ACC0031623,device_id,14,RING0163,1
ACC0007884,ACC0011447,email_domain,10,RING0163,1
ACC0007884,ACC0033150,email_domain,4,RING0163,1
ACC0007884,ACC0031623,device_id,6,RING0163,1
ACC0011447,ACC0033150,ip_address,2,RING0163,1
ACC0011447,ACC0031623,phone,9,RING0163,1
ACC0033150,ACC0031623,phone,8,RING0163,1
ACC0013675,ACC0045916,ip_address,3,RING0164,1
ACC0013675,ACC0001783,phone,12,RING0164,1
ACC0013675,ACC0030581,device_id,2,RING0164,1
ACC0013675,ACC0043354,ip_address,9,RING0164,1
ACC0013675,ACC0037883,ip_address,5,RING0164,1
ACC0013675,ACC0018317,ip_address,9,RING0164,1
ACC0013675,ACC0015146,ip_address,6,RING0164,1
ACC0013675,ACC0026116,ip_address,10,RING0164,1
ACC0013675,ACC0041073,email_domain,2,RING0164,1
ACC0013675,ACC0011514,ip_address,6,RING0164,1
ACC0045916,ACC0001783,phone,10,RING0164,1
ACC0045916,ACC0030581,email_domain,8,RING0164,1
ACC0045916,ACC0043354,email_domain,8,RING0164,1
ACC0045916,ACC0037883,ip_address,11,RING0164,1
ACC0045916,ACC0018317,ip_address,12,RING0164,1
ACC0045916,ACC0015146,ip_address,11,RING0164,1
ACC0045916,ACC0026116,email_domain,7,RING0164,1
ACC0045916,ACC0041073,ip_address,10,RING0164,1
ACC0045916,ACC0011514,phone,5,RING0164,1
ACC0001783,ACC0030581,email_domain,13,RING0164,1
ACC0001783,ACC0043354,ip_address,10,RING0164,1
ACC0001783,ACC0037883,ip_address,3,RING0164,1
ACC0001783,ACC0018317,email_domain,13,RING0164,1
ACC0001783,ACC0015146,device_id,3,RING0164,1
ACC0001783,ACC0026116,device_id,6,RING0164,1
ACC0001783,ACC0041073,phone,8,RING0164,1
ACC0001783,ACC0011514,ip_address,10,RING0164,1
ACC0030581,ACC0043354,email_domain,7,RING0164,1
ACC0030581,ACC0037883,ip_address,4,RING0164,1
ACC0030581,ACC0018317,phone,7,RING0164,1
ACC0030581,ACC0015146,email_domain,2,RING0164,1
ACC0030581,ACC0026116,email_domain,7,RING0164,1
ACC0030581,ACC0041073,phone,4,RING0164,1
ACC0030581,ACC0011514,phone,8,RING0164,1
ACC0043354,ACC0037883,phone,8,RING0164,1
ACC0043354,ACC0018317,ip_address,7,RING0164,1
ACC0043354,ACC0015146,device_id,2,RING0164,1
ACC0043354,ACC0026116,ip_address,8,RING0164,1
ACC0043354,ACC0041073,email_domain,10,RING0164,1
ACC0043354,ACC0011514,email_domain,6,RING0164,1
ACC0037883,ACC0018317,ip_address,9,RING0164,1
ACC0037883,ACC0015146,email_domain,6,RING0164,1
ACC0037883,ACC0026116,device_id,13,RING0164,1
ACC0037883,ACC0041073,email_domain,9,RING0164,1
ACC0037883,ACC0011514,device_id,4,RING0164,1
ACC0018317,ACC0015146,device_id,2,RING0164,1
ACC0018317,ACC0026116,ip_address,12,RING0164,1
ACC0018317,ACC0041073,phone,3,RING0164,1
ACC0018317,ACC0011514,ip_address,8,RING0164,1
ACC0015146,ACC0026116,ip_address,13,RING0164,1
ACC0015146,ACC0041073,ip_address,8,RING0164,1
ACC0015146,ACC0011514,device_id,7,RING0164,1
ACC0026116,ACC0041073,ip_address,12,RING0164,1
ACC0026116,ACC0011514,email_domain,4,RING0164,1
ACC0041073,ACC0011514,device_id,9,RING0164,1
ACC0008196,ACC0021089,phone,2,RING0165,1
ACC0008196,ACC0010423,phone,12,RING0165,1
ACC0008196,ACC0027928,device_id,12,RING0165,1
ACC0008196,ACC0005076,ip_address,4,RING0165,1
ACC0008196,ACC0048128,device_id,14,RING0165,1
ACC0008196,ACC0043293,device_id,3,RING0165,1
